id,name,spec,unit,price,brand,discount,inventory,expiration_data,product_location
276,金品王中王清真牛肉风味香肠,30gx8支x10袋,件,69.0,清伊坊,1.0,32,2027-07-20,G
277,泡面拍档香肠,2.7kg,件,1.2,双汇,1.0,30,2027-01-14,D
278,佳洁士草本水晶牙膏90g,90,支,2.9,佳洁士,0.8,20,2027-05-03,F
279,佳洁士健康专家防蛀修护(长效清新薄荷)140G,140G,支,10.0,佳洁士,1.0,24,2027-05-20,C
280,佳洁士盐白牙膏90g,90克/支,支,3.6,佳洁士,1.0,21,2026-10-03,H
281,佳洁士茶洁牙膏90克,90G,支,3.3,佳洁士,1.0,50,2027-02-26,E
282,飘柔家庭护理兰花长效清爽去屑洗发露400ml,400ML,瓶,16.8,飘柔,1.0,26,2027-03-28,H
283,日常兰花长效洁顺200g飘柔-水润,200ml（瓶）,瓶,12.55,飘柔,1.0,43,2026-10-11,G
284,飘柔日常护理长效洁顺水润洗发水400ml,400ml（瓶）,瓶,17.9,飘柔,1.0,24,2027-07-12,B
285,飘柔家庭护理系列山茶长效柔顺去屑洗发露200ml,400ML,瓶,14.5,潘婷,1.0,31,2026-11-28,E
286,【温和清洁水润护肤健康沐浴露】Safeguard舒肤佳芦荟水润呵护型沐浴露400ml 泡澡,400ml,瓶,27.0,舒肤佳,1.0,45,2026-09-03,G
287,舒肤佳薄荷冰怡舒爽型沐浴露200毫升,200ML,瓶,12.9,舒肤佳,1.0,38,2027-05-12,C
288,400g舒肤佳沐浴露(薄荷冰怡)健康+清爽系列薄荷冰怡舒爽型,400ML,瓶,23.8,舒肤佳,1.0,49,2026-10-14,A
289,孜然粉,36g,包,3.5,调和万家,1.0,48,2027-02-01,D
290,尖叫纤维饮料运动盖 550ml,550ml,瓶,5.0,农夫山泉,1.0,39,2027-07-18,E
291,农夫山泉 饮用天然水550ml,550ml,瓶,1.5,农夫山泉,1.0,43,2027-01-24,H
292,农夫山泉饮用天然水380ml,380ml,瓶,1.5,农夫山泉,1.0,35,2026-09-27,D
293,农夫山泉饮用天然水24x380ml,24x380ml,件,34.0,农夫山泉,1.0,26,2027-09-19,C
294,农夫果园30%（橙+胡萝卜+苹果+菠萝+猕猴桃+樱桃李）混合果蔬饮料500ml,500ml,瓶,3.3,农夫果园,1.0,41,2027-05-28,H
295,葱伴侣六月香豆瓣酱300g,300g,盒,6.5,欣和,1.0,49,2027-02-06,H
296,雅客益牙木糖醇无糖口香糖 蓝莓味 56g 约40粒装,56g/56g,瓶,10.5,雅客,1.0,32,2027-04-14,E
297,雅客 益牙木糖醇 无糖口香糖 草莓味 净含量56g约40粒装 保护+营养 双重益牙,56g/56g,盒,9.0,雅客,1.0,34,2027-06-26,H
298,56g木糖醇超冰味,56g*36瓶,瓶,9.9,雅客,1.0,39,2027-06-19,H
299,56g益牙木糖醇香橙味,56g*36瓶,瓶,9.0,雅客,1.0,33,2026-12-20,D
300,56g益牙木糖醇蜜瓜味,56g*36瓶,瓶,9.0,雅客,1.0,47,2027-01-18,G
301,旺仔QQ糖（蓝莓味),20g,包,1.5,旺仔,1.0,47,2027-02-19,B
302,大今野香辣牛肉面,112克,代,1.8,今麦郎,1.0,25,2027-06-26,E
303,大今野清真红烧牛肉面,114克,袋,2.0,今麦郎,1.0,39,2027-01-21,H
304,思念 芝麻球 豆沙馅 260g/包,260克/袋,袋,3.5,思念,1.0,40,2026-11-23,H
305,思念豆沙春卷306g,306g,袋,12.0,思念,1.0,49,2026-11-24,C
306,思念上海风味猪肉馄饨220g,220g/220g,袋,6.38,思念,1.0,41,2026-09-14,D
307,思念1000g真鲜三鲜水饺,1000g/袋,袋,14.8,思念,1.0,22,2027-08-19,B
308,精制牛肉末豆豉油辣椒,210克/瓶,瓶,9.2,陶华碧老干妈,1.0,29,2027-05-02,D
309,干煸肉丝油辣椒,260克/瓶,瓶,9.9,陶华碧老干妈,1.0,34,2027-08-21,D
310,风味豆豉油制辣椒,280克/瓶,瓶,9.8,陶华碧老干妈,1.0,36,2026-10-09,H
311,油辣椒,275克/瓶,瓶,10.0,陶华碧老干妈,1.0,31,2027-07-10,G
312,古城无烟线香,3小盒*50支,盒,8.9,古城,1.0,45,2027-03-21,D
313,白醋,1.8L*12,瓶,9.35,鼎丰,1.0,21,2026-10-27,H
314,卫群牌食盐,500克,包,1.2,卫群牌,1.0,32,2027-01-27,D
315,彩虹(箭牌)原果味彩虹果汁糖(原果味~粒状~硬塑料盒/桶)11462_30克,30g,个,4.7,彩虹,1.0,26,2027-02-09,H
316,益达口香糖,56g,盒,10.9,益达,1.0,22,2027-02-26,E
317,橙汁饮料 2.5L,2.5L PET瓶,提,15.0,汇源,0.7,47,2026-09-11,D
318,桃复合果肉饮料,2.5L PET瓶,瓶,15.8,汇源,1.0,37,2027-03-28,A
319,橙汁饮料 2.5L 外箱,2.5L*6瓶 纸箱,件,89.3,汇源,1.0,35,2026-10-15,G
320,汇源   桃果肉饮料,2.5L×6瓶,件,89.3,汇源,1.0,50,2027-04-29,B
321,饮用水,550ml PET瓶,瓶,1.0,汇源,1.0,46,2027-09-20,H
322,采乐去屑洗发露（焗油护色配方）,400ml,瓶,17.9,采乐,1.0,45,2026-10-18,A
323,采乐去屑洗发露（清爽配方）,400ml,瓶,17.5,采乐,1.0,28,2026-10-01,B
324,采乐祛屑洗发露（清爽配方）,750ml,瓶,25.0,采乐,1.0,50,2027-08-18,F
325,蒙牛纯脆雪糕,56g,个,1.5,蒙牛,1.0,33,2026-09-04,B
326,妙脆角魔力炭烧味/葱香原味/茄汁味玉米角 40g/袋 零食 办公室休闲小吃 膨化食品 酥脆可口,40g/40g,包,3.5,妙脆角,1.0,27,2026-09-25,F
327,妙脆角 葱香原味 玉米角 14g,16克/袋,包,1.2,妙脆角,1.0,38,2027-09-24,A
328,申花芝麻花生调和油,5L,桶,55.0,申花,1.0,39,2027-07-31,H
329,可水洗水彩笔12色,12色,盒,5.8,真彩,1.0,50,2027-07-14,E
330,可水洗水彩笔24色,24色,盒,10.5,真彩,1.0,20,2026-12-01,D
331,“红99”牌重庆火锅浓缩底料150g,150克,包,6.0,红99,1.0,31,2027-03-01,A
332,明发淘气蛋,30克,个,5.5,明发,0.9,20,2027-03-16,A
333,乐源魔冰蜜桃味380ml饮料冲调饮料,380ml/瓶,瓶,3.5,乐源,1.0,38,2027-03-05,A
334,乐源果粒橙 复合果汁饮料（450mL）,圆形瓶,瓶,2.9,乐源,1.0,31,2026-09-10,D
335,湿面（红油凉面）,盒装248克,盒,3.0,南街村,0.9,32,2026-09-29,D
336,南德麻辣调味料,袋装200克,包,6.0,南街村,1.0,20,2026-12-10,C
337,南德麻辣调味料,袋装120克,包,4.0,南街村,1.0,44,2027-02-17,E
338,南德麻辣调味料,袋装400克,袋,9.5,南街村,0.9,22,2027-01-11,D
339,维维豆奶粉,500g,袋,16.8,维维,0.8,46,2027-04-13,G
340,维维维他豆奶粉,460g,包,14.8,维维,1.0,33,2026-09-14,G
341,维维不加糖麦片560g,-,包,13.8,维维,0.8,50,2027-02-06,B
342,新王子夹心巧克力风味饼干120g,120克,包,6.59,王子,1.0,30,2026-09-22,G
343,王子夹心饼干（草莓味）120g,120克,包,5.0,王子,1.0,43,2027-06-27,H
344,新王子夹心牛奶风味 120克,120克,包,4.0,王子,1.0,22,2027-04-25,F
345,蜂花小麦蛋白护发素,450ml（瓶）,瓶,9.99,蜂花,0.9,42,2027-02-23,D
346,燕麦片,380g/袋,袋,13.5,西麦,1.0,23,2027-05-27,B
347,燕麦片（快熟新版）,1Kg/桶,桶,32.8,西麦,1.0,45,2026-10-11,E
348,浪味仙创意花式薯卷（蔬菜味）,30g,包,3.0,浪味仙,1.0,30,2027-07-13,H
349,浪味仙创意花式薯卷（蔬菜味）,10g,包,1.0,浪味仙,1.0,30,2027-02-27,C
350,花生蛋白饮料,290ML*20,包,1.0,一见钟情,1.0,24,2027-07-01,F
351,汇福一级大豆油,5升,瓶,45.5,汇福,0.9,20,2026-10-09,C
352,馍香小趣,50g,袋,1.0,米多奇,1.0,32,2027-08-30,E
353,指甲钳  型号:RMA688D,单只吸塑装，20只/中盒,把,2.5,金达日美,0.9,31,2027-01-14,C
354,麻辣鲜（固态复合调味料）400g,400g,袋,7.0,石人山,1.0,27,2027-09-20,F
355,肉宝王(固态复合调味料),305g,袋,75.0,石人山,1.0,46,2026-11-01,D
356,麻辣半斤香（固态复合调味料）,170g,袋,2.5,石人山,1.0,23,2027-09-21,B
357,卡罗蒂转花杯,天冰  卡罗蒂转花杯  净含量一盒重10,杯,5.0,天冰,0.9,20,2027-02-03,E
358,美味火锅蘸料,180g,袋,6.0,草原红太阳,1.0,28,2027-09-21,F
359,自然草本辣汤火锅底料,238g,袋,16.8,草原红太阳,1.0,45,2027-09-23,H
360,旺仔小馒头（特浓牛奶味）,210g,包,9.8,旺仔,1.0,46,2027-03-22,D
361,精炖原汁猪骨面,袋装,袋,1.5,白象,1.0,25,2026-12-23,H
362,精炖香辣猪骨面,袋装,袋,1.65,白象,1.0,45,2027-08-02,A
363,精炖原汁猪骨面,24包纸箱,件,36.0,白象,1.0,41,2027-05-10,F
364,精炖香辣猪骨面,24包纸箱,件,39.6,白象,1.0,44,2026-10-12,H
365,鑫光6.0天然光板插片筷子3#XG11075,竹制品,把,2.5,鑫光,0.9,20,2026-10-17,F
366,好迪精华素营养洗发水深度修复200ml/瓶洗发露,200ml,瓶,13.0,好迪精华素,1.0,46,2027-01-28,A
367,好迪精华素柔顺洗发水（倍直垂顺）,400ml,瓶,20.0,好迪精华素,1.0,23,2027-04-18,B
368,帮洁厕净清香600克,600克,瓶,6.2,帮洁,1.0,30,2027-03-24,E
369,帮洁厕净清香900克,900克,瓶,6.5,帮洁,1.0,50,2027-01-20,D
370,大块腐乳,340g,瓶,5.0,王致和,1.0,24,2027-05-19,E
371,精制料酒,500ml,瓶,5.8,王致和,1.0,31,2026-12-25,D
372,原味牛奶片,16g*10板,盒,15.0,伊利,1.0,50,2026-11-23,F
373,原味牛奶片,16g/板,块,1.9,伊利,1.0,37,2026-09-27,E
374,优酸乳乳饮料——原味,250ml,盒,1.8,伊利,1.0,30,2027-03-23,D
375,优酸乳乳饮料——原味,250ml*24 利乐砖,件,43.2,伊利,1.0,36,2027-06-24,H
376,伊利纯牛奶250ml,250ml,件,58.0,伊利,0.9,42,2026-11-25,C
377,伊利 QQ星 儿童成长牛奶饮品 草莓味 200ml,200ml*4（排）,瓶,2.0,伊利,1.0,38,2027-08-14,D
378,伊利QQ星（草莓味原味、香蕉味）系列 原味200ml,200ml,瓶,2.5,伊利,1.0,44,2027-06-11,A
379,金典纯牛奶,250ml*12 利乐砖,件,65.0,伊利,1.0,21,2027-04-25,B
380,伊利QQ星 儿童成长牛奶 草莓味饮品 200ml*24,200ML*24（件）,件,49.0,伊利,0.9,35,2027-08-02,E
381,伊利QQ星儿童乳饮料200ml*24盒/箱 原味,箱,件,48.0,伊利,1.0,47,2026-10-08,E
382,伊利舒化奶全脂型250ML*12/箱,250ml*12/件,件,51.0,伊利,1.0,24,2027-06-16,H
383,伊利果之优酸乳草莓粒奶245g*12盒*箱原味250ml*24盒*箱 原味250ml*24盒*箱,245ml*12/件,件,36.5,伊利,1.0,42,2027-08-16,H
384,谷物牛奶饮品—红谷,250ml*12 利乐砖,件,36.0,伊利,1.0,36,2026-09-22,E
385,三全羊肉水饺,450g,袋,8.5,三全,1.0,29,2027-01-10,F
386,三全白糯米小圆子,500g,袋,7.9,三全凌,1.0,25,2026-09-02,B
387,三全猪肉馄饨,500g,袋,15.9,三全,1.0,49,2027-03-28,D
388,草原红太阳香辣火锅蘸料160g,160克,碗,5.8,草原红太阳,1.0,22,2027-04-16,A
389,葡萄糖,1*30袋,袋,7.0,愚公移山,1.0,40,2027-03-10,A
390,桂圆莲子八宝粥,360g,件,3.5,银鹭,1.0,38,2027-04-01,A
391,花生牛奶复合蛋白饮料,250ml,盒,1.8,银鹭,1.0,37,2026-12-08,B
392,花生牛奶复合蛋白饮料（砖型）,250ml ×24,件,55.0,银鹭,1.0,41,2027-05-22,H
393,花生牛奶复合蛋白饮料,500ml,瓶,3.5,银鹭,1.0,44,2027-02-25,D
394,花生牛奶复合蛋白饮料,500ml ×15,件,99.0,银鹭,1.0,22,2027-08-21,C
395,桂圆八宝粥,360g ×8,件,31.0,银鹭,1.0,42,2027-06-26,E
396,1.8L花生原香食用调和油,1.8L,瓶,34.8,盘中餐,1.0,44,2027-03-03,H
397,4.5L花生原香食用调和油,4.5L,桶,66.9,盘中餐,1.0,20,2027-09-26,F
398,李字檀香型五双盘装蚊香（小圆盘）,1*60,盒,3.0,李字,1.0,47,2027-07-24,E
399,金锣福火腿肠,400g,支,5.5,临沂金锣投资有限公司,0.9,36,2027-07-16,B
400,245克*12加大橘子罐头,245克*12瓶,件,45.0,家家红,1.0,36,2027-06-14,C
401,245克橘子罐头,245克,瓶,5.0,家家红,0.9,44,2027-04-27,G
402,245克糖水草莓罐头,245克,瓶,5.9,家家红,1.0,47,2027-06-30,E
403,冷酸灵井盐爽白双重抗敏感牙膏110克,200*45*34,支,9.9,冷酸灵,1.0,40,2027-05-03,H
404,黑妹天然野菊花牙膏105克,105克,盒,3.3,黑妹,1.0,46,2026-12-17,B
405,海天特级草菇老抽酿造酱油500ml,500ml,瓶,12.0,海天,1.0,21,2027-05-15,C
406,老抽王,800ml*1,瓶,9.0,海天,1.0,38,2027-03-16,D
407,草菇老抽,500ml*1,瓶,9.0,海天,1.0,29,2026-12-21,H
408,老抽王,500ml*1,瓶,7.0,海天,1.0,26,2027-06-09,B
409,海天黄豆酱,340g,瓶,6.0,海天,1.0,39,2027-02-07,H
410,白米醋,450ml,瓶,4.7,海天,0.8,35,2026-12-31,H
411,辣黄豆酱,800g*1,瓶,10.99,海天,1.0,24,2026-10-11,H
412,辣黄豆酱,340g*1,瓶,6.0,海天,1.0,37,2027-02-01,A
413,黄豆酱,800g*1,瓶,11.8,海天,0.8,40,2027-07-24,E
414,雅士利AD钙豆奶粉450g*16袋,?480g/袋,包,16.0,雅士利,1.0,32,2027-04-23,E
415,饮用纯净水,550ml,瓶,1.0,乐百氏,1.0,34,2026-10-15,A
416,100克蓝天六必治百年护理牙膏(清爽薄荷),100克,支,7.5,蓝天六必治,1.0,28,2027-08-31,G
417,白云边42度浓酱兼香型酒500ML,800ml,瓶,18.0,白云边,1.0,27,2027-09-07,A
418,恒顺9°米醋500ml,500ml,毫升,6.5,恒顺,0.9,41,2027-01-13,D
419,双汇超市火腿肠袋装,320g,袋,5.9,双汇,1.0,41,2027-07-26,B
420,双汇王中王优级火腿肠,400g(10支装),包,13.8,双汇王中王,1.0,39,2027-08-23,D
421,双汇王中王优级火腿肠,60gx10支,包,16.0,双汇王中王,1.0,50,2026-09-30,D
422,双汇王中王,500g 50gx10支,包,14.0,双汇,1.0,35,2027-06-07,A
423,金品王中王清真牛肉风味香肠,30gx8支,袋,7.5,清伊坊,1.0,41,2027-08-18,D
424,弹脆香肠（加长）,40G/40G,支,1.0,双汇,1.0,27,2026-11-15,A
425,双汇弹脆香肠 400g 10支,40gx10/40gx10,包,14.3,双汇,1.0,45,2026-11-29,D
426,弹脆香肠,70g,支,2.0,双汇,1.0,33,2027-06-16,B
427,弹脆香肠,240g/240g,袋,7.5,双汇,0.8,50,2026-09-08,A
428,Q趣儿蘑菇风味香肠,85g,个,2.0,双汇,0.9,32,2027-04-25,D
429,双汇Q趣香肠(香辣)[85g],85g/85g,个,2.0,双汇,1.0,35,2027-05-29,F
430,双汇润口香甜王玉米风味香肠,300g(30g*10支),包,7.5,双汇,1.0,46,2027-05-02,D
431,双汇香辣香脆肠35g,35g,支,1.0,双汇,1.0,20,2027-07-29,B
432,台式烤香肠,48g,根,2.0,双汇,0.8,50,2027-03-01,B
433,双汇火腿肠,175g,支,2.5,双汇,1.0,43,2027-04-02,F
434,小康之家火腿肠,支,支,6.0,双汇,1.0,22,2027-04-06,H
435,泡面拍档香肠,240g,包,7.5,双汇,0.8,26,2027-05-20,E
436,双汇泡面拍档香肠,45g,支,1.0,双汇,1.0,27,2027-01-17,D
437,双汇鱼肉肠250g,250g,包,7.6,双汇,1.0,33,2026-10-14,F
438,午餐方腿,400g,包,8.6,双汇,1.0,28,2026-09-21,E
439,双汇蒜蓉烤肠,230g,支,7.5,双汇,0.8,21,2027-01-10,H
440,加钙双汇王,380g,袋,10.5,双汇,1.0,47,2027-03-20,H
441,食品超市清真鸡肉肠(40g),40gx10支,包,8.0,双汇,1.0,35,2027-03-12,G
442,清伊坊牛肉风味香肠400g（40gX10支）,400g（40gX10支）,包,9.24,清伊坊,1.0,44,2027-09-29,A
443,清伊坊牛肉王牛肉风味香肠,360g 40gx9支,包,92.0,清伊坊,1.0,32,2027-02-06,H
444,爆炒肠,200g,支,2.9,双汇,1.0,25,2026-10-04,E
445,食品双汇蒜蓉烤肠(540g),540g,支,17.0,双汇,1.0,20,2026-09-04,C
446,双汇鸡肉火腿肠,225g 25gx9支,袋,4.0,双汇,1.0,27,2026-10-20,H
447,食品双汇马可波罗70g,65g,支,3.0,双汇,0.8,34,2027-01-16,C
448,五香牛肉,200g,包,24.8,双汇,0.7,30,2027-02-17,H
449,双汇王中王优级火腿肠,38g,支,2.67,双汇,1.0,31,2027-03-28,E
450,双汇王中王骨香风味特级火腿肠,270g(9支装,包,10.78,双汇王中王,1.0,39,2026-10-03,F
451,双汇王中王优级火腿肠,240g 30gx8支,包,7.0,双汇,1.0,36,2026-12-04,C
452,艺术金粉画,25*34.5,盒,9.9,奕彩,1.0,33,2027-04-23,B
453,老才臣大块腐乳,340克,瓶,9.4,老才臣,1.0,33,2027-07-27,F
454,金逸香薰调理卫生巾,1*20,包,29.9,金逸,1.0,25,2027-06-23,D
455,舒莱15片日用干+5片夜用干,20片日夜组合,包,7.5,舒莱,1.0,36,2026-12-23,H
456,舒莱加长棉质护垫18片,18片,包,3.9,舒莱,1.0,28,2027-03-11,C
457,亲亲218g吸吸果冻,食品复合自立袋包装,桶,2.2,亲亲,1.0,30,2027-02-19,E
458,亲亲果肉果冻什锦,200g,杯,3.0,亲亲,0.9,38,2027-04-26,H
459,亲亲原味虾条26g,22g,杯,1.0,亲亲,1.0,36,2026-12-18,G
460,13克虾条,食品复合膜包装,包,0.5,亲亲,1.0,27,2027-03-06,C
461,360gAD钙乳酸水果冻,食品塑料杯装及复合盖膜，复合袋包装,袋,3.9,亲亲,1.0,21,2027-09-23,H
462,亲亲150g乳酸果冻吸,食品复合自立袋包装,袋,2.5,亲亲,0.9,24,2026-11-26,A
463,小帅才 200g香米饼,200克*12包/箱,袋,5.0,小帅才,1.0,27,2026-10-25,E
464,小帅才 190g蛋黄派,190g*20,袋,4.1,小帅才,1.0,26,2026-12-19,A
465,女主角20片超薄贴身日夜兼用干爽网面卫生巾270mm,包,包,6.0,女主角,1.0,46,2026-09-19,E
466,女主角超薄贴身卫生巾16片装,包,包,7.9,女主角,1.0,34,2026-12-01,H
467,妮好湿巾,200mm*150mm,包,6.0,妮好,1.0,33,2027-08-23,E
468,妮好通用型湿巾,200mm*150mm,包,3.0,妮好,1.0,39,2027-02-25,G
469,烤紫菜,38g,袋,6.0,恋味,1.0,34,2027-08-09,H
470,花椒粉,36g,袋,4.0,调和万家,1.0,32,2027-07-31,C
471,白胡椒粉,36g,包,4.0,恋味,1.0,46,2027-04-28,D
472,大豆油,5升,桶,49.0,金龙鱼,1.0,44,2026-11-22,D
473,食用调和油,1.8升,壶,28.0,金龙鱼,1.0,34,2026-10-27,H
474,神州84消毒液,518g,瓶,3.0,顺康,1.0,46,2026-11-21,A
475,老村长酒,38度480ml,瓶,180.0,老村长,1.0,31,2026-11-03,H
476,老村长酒,42度 450ml,瓶,10.0,老村长,1.0,30,2027-05-09,G
477,食用调和油,5升,桶,59.9,金龙鱼,1.0,46,2026-10-22,D
478,A8033铭塔玩具31粒积木,18*15,桶,51.5,铭塔玩具,0.8,30,2027-03-05,F
479,400ml霸王人参养润洗发露（流通2014版）,400ml,瓶,26.5,霸王,1.0,28,2026-09-05,D
480,750ml霸王黑芝麻黑亮洗发露（流通2014版）,750ml,瓶,52.0,霸王,1.0,49,2027-06-28,C
481,霸王防脱洗发液,200ml/瓶,盒,69.6,霸王,1.0,26,2026-10-24,F
482,梅花99味精400g,400g,千克,8.0,梅花牌,1.0,44,2026-12-26,E
483,梅花99味精,200g,袋,4.4,梅花,1.0,41,2026-09-05,B
484,安琪面包干酵母13g/F(单连袋通用),13g/袋,包,1.4,安琪,1.0,37,2027-06-10,A
485,丹丹郫县豆瓣250g,250克,包,4.0,丹丹,0.8,27,2027-07-25,E
486,丹丹红油豆瓣1100g,圆形瓶,瓶,19.0,丹丹,1.0,29,2027-05-29,G
487,丹丹红油郫县豆瓣_500g圆形,圆柱形,瓶,8.0,丹丹,1.0,33,2027-05-26,D
488,丹丹红油豆瓣950g,园柱体,瓶,13.8,丹丹,1.0,46,2027-07-15,D
489,快乐趣味饼干,500g,包,7.8,正航,1.0,45,2026-10-29,E
490,洗发水 雨洁去屑洗发露倍润修复200ml瓶装,200ml/瓶,瓶,12.8,雨洁,1.0,32,2027-02-18,C
491,雨洁去屑洗发露（控油止痒）,400ml,瓶,22.8,雨洁,0.9,20,2027-05-21,G
492,雨洁去屑洗发露（丝质顺滑）,400ml,瓶,22.8,雨洁,0.9,24,2027-06-16,B
493,洗发水 雨洁去屑洗发露活力飞扬200ml瓶装男士专用,BPT,瓶,12.8,雨洁,1.0,45,2027-02-13,F
494,麻辣鲜调味料120g,120g,袋,3.0,张老大,1.0,47,2027-04-04,D
495,芝麻香调味料120g,120g,袋,3.0,张老大,1.0,47,2027-06-08,G
496,70支可弯饮用吸管,5*200MM,包,2.1,双童,1.0,44,2026-12-09,H
497,仲景香菇酱（原味-210g）,210克/瓶,瓶,9.0,仲景,1.0,32,2027-08-08,D
498,仲景香菇酱（香辣-210g）,210克/瓶,瓶,10.8,仲景,1.0,43,2026-11-02,D
499,仲景香菇酱（麻辣）210g,210g,瓶,10.8,仲景,1.0,50,2026-09-10,C
500,生态红枣,486G*26,袋,78.0,万岁果园,1.0,47,2026-10-28,C
501,圈碗,105g×200个/箱,个,4.0,奇达,1.0,29,2027-05-27,E
502,圈碗,132g×180个/箱,个,4.5,奇达,1.0,37,2027-08-30,G
503,维达纸手帕,12包,包,5.5,维达,0.8,45,2027-02-10,G
504,护理佳五彩心晴卫生巾(独立装~无护垫~绢柔棉质网面~护翼~日用~超薄)9156_10片,高分子无纺布等材料,袋,5.3,护理佳,1.0,50,2027-03-28,E
505,博大高钙蝴蝶面金装系列160g,160g,包,4.5,博大,1.0,48,2026-12-02,F
506,博大儿童金装蔬菜系列 蝴蝶面（胡萝卜）160g,160g,包,4.8,博大,1.0,47,2027-07-22,H
507,嘉士利原味早餐饼干167g,167克,袋,3.0,嘉士利,0.7,35,2027-03-06,H
508,娃哈哈晶莹葡萄C白葡萄汁饮料,500ml,瓶,2.2,娃哈哈,1.0,29,2027-06-29,B
509,苦参疱疹酊,100ml,瓶,120.0,康王,1.0,34,2026-10-14,H
510,真龙（珍品）,84烤硬,盒,10.0,真龙,1.0,49,2027-01-28,D
511,凤梨味果酱夹心饼,205g,包,6.5,嘉士利,1.0,36,2026-09-01,D
512,椰味威化饼,115g,袋,2.2,嘉士利,1.0,31,2027-06-24,A
513,巧克力味威化饼,115g,袋,4.39,嘉士利,1.0,38,2027-04-13,F
514,香芒味威化饼,115g,袋,5.5,嘉士利,0.8,21,2027-01-04,E
515,士多啤梨味威化饼,115g,袋,2.2,嘉士利,0.8,30,2027-02-19,D
516,马利牌水粉画颜料7612,12X5ml,盒,10.9,马利牌,1.0,40,2026-11-06,B
517,马利牌中国画颜料 12色（小）,1Pcs/盒,盒,12.0,马利牌,1.0,47,2027-08-19,E
518,榄菊电热驱蚊器,17,合,21.5,榄菊,0.9,50,2026-10-17,G
519,榄菊檀香优惠装蚊香,10g/10g,盘,5.5,榄菊,0.9,41,2026-10-17,F
520,潘婷Pantene乳液修护去屑洗发水750ml 秀发能量水 修护损伤,750ml,11,79.0,潘婷,1.0,28,2027-05-04,D
521,海会寺白菜腐乳,200g*30盒装,盒,5.8,海会寺,1.0,49,2026-09-17,C
522,晨露柠檬空气清新剂320ml,320毫升,瓶,10.8,晨露,1.0,36,2027-08-18,E
523,开米力净水垢清洗剂,400g,瓶,14.9,开米力净,0.9,46,2027-06-10,E
524,SA-2超人剃须刀,SA2/个,只,9.9,SID超人,1.0,31,2026-10-15,D
525,三笑(高露洁)牙刷(非电动牙刷~软毛)1346_1支,0,支,3.0,三笑,1.0,47,2027-09-10,B
526,三笑(高露洁)清洁倍护牙刷(非电动牙刷~软毛)5267_1支,0,支,2.8,三笑,1.0,35,2026-10-19,H
527,三笑超值套装牙刷,0,套,3.4,三笑,1.0,29,2027-05-31,B
528,华美奶酥糕点花生味100g,1X20X100g,袋,4.2,华美,1.0,42,2026-10-13,G
529,46度杏花村酿,450ml,瓶,2560.0,杏花村,1.0,35,2026-09-01,G
530,樱花梦冰冰爽野菊花原汁花露水(不分~香水/花露水)4924_(低)185毫升,-,瓶,12.9,樱花梦涤霸,1.0,41,2027-08-28,B
531,波力辣味鱈柳絲,40G,袋,4.8,波力,1.0,31,2027-01-18,H
532,24cm振能呱呱鸣音电水壶,24cm,个,97.46,振能,1.0,37,2027-05-10,F
533,美王洗面奶 营养保湿人参洁面乳100g,100g,支,17.99,美王,1.0,25,2027-09-03,B
534,750g蒂花之秀倍效去屑洗发露【去屑止痒】,750g,瓶,31.5,蒂花之秀,0.8,40,2027-06-27,F
535,汉斯干啤600ml,600ml,瓶,2.3,汉斯,1.0,49,2026-12-10,D
536,紫林宴会醋(五年陈)500ml,500ml,瓶,8.0,紫林,1.0,42,2027-03-11,E
537,愉快动物饼 奶油味,18g,袋,2.0,金必氏,1.0,25,2026-11-28,B
538,金顺昌香芋糕,150克,盒,5.8,金顺昌,1.0,46,2027-09-02,B
539,金顺昌桂花糕,150克,盒,8.9,金顺昌,1.0,35,2027-01-09,D
540,150g金顺昌桂花板粟糕,150g,盒,8.9,金顺昌,0.9,29,2027-03-13,B
541,金顺昌绿豆糕,150克,盒,8.9,金顺昌,0.9,46,2027-09-13,D
542,特制儿童秋梨膏,290g,瓶,15.8,恩济堂,1.0,47,2027-05-01,A
543,双果粒酸牛奶（草莓+树莓）,100g,杯,4.1,蒙牛,0.9,21,2027-02-27,G
544,双果粒酸牛奶（猕猴桃+芦荟）,100g/杯,杯,2.5,蒙牛,0.9,48,2027-02-15,H
545,双果粒酸牛奶（葡萄+蓝莓）,100g,个,4.0,蒙牛,1.0,25,2027-06-30,E
546,双果粒酸牛奶（黄桃+芒果）,100g,个,4.1,蒙牛,1.0,25,2026-09-23,A
547,料酒王料酒,480ml 玻璃瓶装,瓶,8.5,巨龙料酒,1.0,45,2027-05-31,A
548,新天力 300ML特厚纸杯,50只*40包,袋,10.5,新天力 Otor,1.0,49,2026-11-15,A
549,金豹307正方形双层饭盒,307,只,11.4,金豹,1.0,23,2027-01-11,G
550,美好时光海苔(即食紫菜),6g,袋,4.9,喜之郎,1.0,44,2027-05-27,F
551,洁中洁垃圾袋（增厚型）,50*60cm,卷,3.9,洁中洁,1.0,22,2027-01-14,H
552,英式麦丽素,118g,袋,8.0,百诺,1.0,23,2027-01-04,F
553,好帮手家用洗窗刷,36*1,个,11.9,顺大家品,1.0,32,2027-07-23,H
554,今日阳光植物蛋白质,-,盒,77.56,皇名,1.0,50,2027-06-08,B
